Id,hate_speech,offensive_language,neither,clean_tweet,,,
5627,0,1,0,8220 even though trunks was one of the main characters dragon ball gt was lowkey weak weak 8221 nothing lowkey about it shit was trash,,,
5628,0,1,0,8220 omg yall should see this bag of weed dog this bitch like a 3 fasho lmfaooooo 8221 128553 128514,,,
5629,0,1,0,8220 hussle 98 of women were sluts freshman year of college 8221 let these hoes be great,,,
5630,0,1,0,8220 woaaaahh that coat though lol 8221 nigga too warm in that hoe,,,
5631,0,0,1,8220 cowboy truth about any distance for all you love birds out there,,,
5632,0,0,1,8220 brown 30 frogger best game ever 8221 only cuz you suck at flappy bird,,,
5633,0,1,0,8220 brown 30 lmao dylan just got called a pussy by mr o himself 8221 takes skill 128527 128170,,,
5634,0,1,0,8220 so you still rather have trash ass geno smith than alex you sick man 8221 u still cant tell alex sucks you blind man,,,
5635,0,0,1,8220 orton is trash idc 8221 he ain t been playing trashlex smith only sat out kaep took his spot,,,
5636,0,1,0,8220 watch prust tries to hit hank during break play pussy attempt by a pussy mtlhockey,,,
5637,0,0,1,8220 adderall had me killing two birds with one stone,,,
5638,0,1,0,8220 fucking pussy 8221,,,
5639,0,1,0,8220 teez fuck the cowboys my birthday in two days hoe 8221 128530,,,
5640,0,1,0,8220 some of yall hoes nasty yall find out yall sharing or shared dick with a dirty ass female and still fuck the nigga 128567 8221,,,
5641,1,0,0,8220 this is awkward u fag wonder who s awesome tank that is 128522,,,
5642,0,1,0,8220 been watching madea plays every night 128514 8221 singing ass bitches,,,
5643,0,1,0,8220 ion wanna hear it then hoes faker than momma dee s teeth 8221 128128 128128,,,
5644,0,1,0,8220 lu ain t that a bitch 8221,,,
5645,0,1,0,8220 i want you to be pussy whipped 8221 i m yours,,,
5646,0,0,1,8220 6 wtf is flappy bird 8221 are you kidding me,,,
5647,0,1,0,8220 bro like i really enjoy like eating pussy from the back it makes it more nasty i like nasty haha 128520 8221 you like eating ass 2,,,
5648,0,1,0,8220 say something is the one drake song i have to listen to when i m in my feelings 8221 fag,,,
5649,0,1,0,8220 every female owns a thong 8220 dough if she wear thongs she a hoe lol 8221 8221 both facts,,,
5650,0,1,0,8220 e lizabeth i can t stop being a lil bitch 8221,,,
5651,0,1,0,8220 rt another jersey fail what a cunt no pics needed animal 8221 dem coloreds be wack,,,
5652,0,0,1,8220 rt yankees michael pineda in his next start,,,
5653,0,1,0,8220 is this flappy bird shit a joke or on the real tho,,,
5654,0,1,0,8220 did i just start crying 128553 128557 128514 8221 bitch 128514 128514 128514,,,
5655,0,1,0,8220 i hate girls who get drunk amp don t turn into hoes fvckin waste of alcohol 8221 128514 128557,,,
5656,0,1,0,8220 j12 shout out to my momma cuz she didn t raise no hoe 128076 128079 128588 8221,,,
5657,0,0,1,8220 i m a mud shark because i have black friends makes perfect sense 128514 128557 128514 128557 idiotic 8221,,,
5658,0,0,1,8220 an itsy bitsy teeny weeny yellow pock a dot bikini 8221 polk ashton polk,,,
5659,0,1,0,8220 bad yes iam single i don t mess or talk to anyone 128524 no hoes just me 128076 8221,,,
5660,0,0,1,8220 just got a new fish it s albino and i named him shaquita yee 8221 bahaha,,,
5661,0,1,0,8220 fettii my anaconda don t my anaconda don t my anaconda don t want none unless you got goals hun 58143 58113 128213 128218 128176 127969 128107 128141 8221 smh white ass niggah,,,
5662,0,1,0,8220 i wish i had my dad in my life but the bitch ass nigga still think im not his child 8221 lmfaoooo but damn that s sad cuh,,,
5663,0,1,0,8220 sober hoes really do b birds man 128557 8221 this new to you,,,
5664,0,1,0,8220 8220 sqquad 8220 soplayer raygine bitch get out dem feelings and get some new dick 128514 128514 128514 128064 128550 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128128 8221 128514 128514 8221 128128 128128 128128 128514,,,
5665,0,1,0,8220 my momma aint raise no hoe 8221,,,
5666,0,1,0,8220 beatthehabs nyr pussy,,,
5667,0,1,0,8220 davis0529 smdh eagles fans you a bitch rt hey giants fans victor cruz is over dance to that 8221 hey watch it,,,
5668,0,1,0,8220 cause i look great bitch fuck you mean 128557 128514 128514 8221,,,
5669,0,1,0,8220 jspates i m suppose to eat yo booty bitch wym 8221 128557 128557 128557,,,
5670,0,1,0,8220 jayy 8220 i can t remember all the girls i ve smashed 128563 128584 8221 on god 128588 hoe shit 8221 not technically it takes 9996 65039,,,
5671,0,1,0,8220 i cried like a bitch after my first breakup never loved again lol 8221,,,
5672,0,0,1,8220 michael pineda hides pine tar on his neck fact that the yankees cheat 128077 128077 128077 go red sox boston,,,
5673,0,1,0,8220 chad jordan in this bitch 8221 i m crying,,,
5674,0,1,0,8220 grandmas always b asking you do you have a girlfriend no i got hoes tf you mean 8221 real shit,,,
5675,0,1,0,8220 bruh i m telling you if she got zebra print bed sheets 9 10 she a hoe 8221 dority 128514 128514 128514,,,
5676,0,1,0,8220 8220 i have no hoes because yah nigga ain t shit 8221 8221,,,
5677,0,1,0,8220 bitches love throwing that irrelevant shade 9995 128553 go sit lil bitch 8221 128175 128175 128175,,,
5678,0,0,1,8220 so they really deleted flappy bird from the app store cus someone killed themselves over it 128514 8221 foreal foreal 128561 128557,,,
5679,0,1,0,8220 too many lil niggas on my tl boosie got hoes,,,
5680,0,1,0,8220 i ll beat the pussy up that s a hook right thur 8221 128064,,,
5681,0,0,1,8220 rape cannibalism you won t recognize the original versions of these fairy tales man wtf,,,
5682,0,1,0,8220 jose ur mean 8221 i said ily stfu hoe,,,
5683,0,1,0,8220 girls are fucking retarded my back started cramping up man 8221 it s the double d s,,,
5684,0,1,0,8220 there s a difference between being actually crazy amp aspiring crazy 8221 real shit i can t stand fake crazy bitches,,,
5685,0,1,0,8220 man i was bouta text all the bitches that ever told me that 128514 8221 lmao you should,,,
5686,1,0,0,8220 if u ask me every bitch gay 8221 or bi,,,
5687,0,1,0,8220 angelo25 first time with 3 lol yuhhhh we hit that hoe,,,
5688,0,1,0,8220 u need to be in someone s church negro 8221 ur absolutely right but i work sunday s but still no excuse,,,
5689,0,1,0,8220 police just tried to rodney king a nigga 8221 happen to my nig out here,,,
5690,0,1,0,8220 vienna sausage clit i suck dat bitch don 8217 t y 8217 all eva believe a colored man don 8217 t eat no pussay,,,
5691,0,1,0,8220 lesbian pussy taste like rainbow trout 8221 lezzzbehonest,,,
5692,0,0,1,8220 oxtails and yellow rice is blasphemy 8221 boneless,,,
5693,0,1,0,8220 what s the symptoms for ebola my stomach been hurting b i m nervous 8221 bitch you better not be we was drinking out same bottle,,,
5694,0,1,0,8220 there s starving children in africa but this bitch using bananas to plug her butt hole smh wtf 128514 128514,,,
5695,0,1,0,8220 carl i just wanna do something for somebody 8221 boy sound desperate than hoe how you bout you start off and flat that nose of yours,,,
5696,0,1,0,8220 o drama hate an overly hood girl aye hoe we not listening to keef all night 128514 128514 8221 128514 128514 128514 i feel you,,,
5697,0,1,0,8220 ah na evaittakes it s too early don t annoy me 8221 128563 don t come back from ya fun filled weekend and give me attitude hoe,,,
5698,0,1,0,8220 these hoes gon come amp amp go i feel it 8221,,,
5699,0,1,0,8220 when life knocks you down stand the fuck up and say you hit like a little bitch 8221,,,
5700,0,1,0,8220 tweet how you watchlikeaking i watchlikeaking fo da colored folk dying from dis shit food,,,
5701,0,0,1,8220 what 8217 s going to be your pick for selectionsunday 2for5 watchlikeaking dis make colored folk happy,,,
5702,0,1,0,8220 me kittie evaittakes haha imma catch ebola trynna keep myself warm lol 8221 128514 128514 128514 ewww bitch well stay far away from me,,,
5703,0,1,0,8220 8220 sum wrong with the pussy 8221 sweets 8221 smh,,,
5704,0,0,1,8220 wasn 8217 t that great to me either rt equalizer was trash denzel officially washed bruh 8221 neither was flight,,,
5705,0,1,0,8220 dior 8220 smokereg dior you tweaking rich homie is trash 8221 you damn near still listen to lil b 8221 wow 128553,,,
5706,0,0,1,8220 i get paid too chill 8221 share the wealth lil nicca,,,
5707,0,1,0,8220 on some real shit if i catch this bitch it s game on 8221,,,
5708,0,1,0,8220 y all hoes messy on god 8221 nbs 128064,,,
5709,0,1,0,8220 lmao rt tempted to send this fuckin hoe lmao 8221 128557 128557,,,
5710,0,1,0,8220 i wanna go to this lil shit tonight but the way how bitches faces be set up i be wantin to slap em when i see them 8221 128553 128557,,,
5711,0,1,0,8220 kannie amp vonnie some tiny ass bitches 128557 128557 128557 8221 128557 128079 128079 i hated when you and crissi started calling us little body bitches in hawaii,,,
5712,0,0,1,8220 two of the best yankees derek jeter and joe torre joetorreday luree,,,
5713,0,1,0,8220 one wrong move and consider your bitch mine gabbyella rae16,,,
5714,0,1,0,8220 8220 bitch 8221 what u gone say bitch for we re on the phone bitch 8221 cuz to the let these mfs know 128514,,,
5715,0,1,0,8220 i really hate this bitch but she knows me best 128149 128153 8221,,,
5716,0,1,0,8220 i hate a bitch that like to argue n shyt 8221,,,
5717,0,1,0,8220 you boney little hoe smile for the day this is funny,,,
5718,0,1,0,8220 viet goddamn nam that s what happened go get me a beer bitch 8221 colman,,,
5719,0,1,0,8220 got the carburetor foyer my chevy c10 being rebuilt by my redneck friend everybodys got one 8221 i need 1 they can build,,,
5720,0,1,0,8220 mitchellll13 ur seriously a fag 8221 don t hate,,,
5721,0,1,0,8220 stupid bitch 8221,,,
5722,0,1,0,8220 cooper907 mueller reason18 its brandon motherfucking reason 8221 he s a bitch nigga,,,
5723,0,1,0,8220 cindy waka tammy just got her ass beat ctfu how niggas be they don t ever have they bitch back 128514 128514,,,
5724,0,1,0,8220 cindy if a bitch tweet i lose interest fast slide in her dms cause she a thot 8221 good looks,,,
5725,0,1,0,8220 trying to run game on me u dumb bitch 8221 her tho,,,
5726,0,1,0,8220 i know i must make a lot of ya ll hoes sick amp all i can tell you hoes get used to it bitch 8221,,,
5727,0,1,0,8220 60 i wouldn t trust a male cheerleader all cuz 8221 cimarron got one 128514 amp he got allll the bitches,,,
5728,0,1,0,8220 i m just a bitch for no reason i think i m funny sometimes 8221,,,
5729,0,1,0,8220 if by marrying her to avoid paying child support is a win then yeah lol 8221 we don t see the hoes the same amp that s ok,,,
5730,0,1,0,8220 one of your side chicks came up 5k 8221 them bitches know where i live i be hiding from my cuz,,,
5731,0,1,0,8220 you re right i ll take girl on the right over kim any day u support that hoe,,,
5732,0,1,0,8220 fuck all the heat bandwagon riders we know who you are 8221 u sound like the hoes mad they man cheated with a fat booty bitch,,,
5733,0,1,0,8220 if miley really got knocked up by juicy j that shit is wild 128563 8221 didn t he say u say no to ratchet pussy juicy j can t,,,
5734,0,1,0,8220 if you have a different dude every other week you might be a hoe js 8221 no your not don t listen to him ladies dou,,,
5735,0,1,0,8220 shit like this is retarded,,,
5736,0,1,0,8220 finally got a hot bitch to dance on me came in my pants while she was grinding on me lost that chance uw madison 8221 lmao,,,
5737,0,1,0,8220 that one ex you can t seem to get over lt lt lt 8221 an is a cunt,,,
5738,0,1,0,8220 i m tired of her corny vines ugly faces and stupid voices my nigga she s sexy 128561,,,
5739,0,1,0,8220 cee aerii yhanaaaa lmfaoooo bitch don t start 8221 okay bitch,,,
5740,0,1,0,8220 cee aerii helloooo bitch 8221 bitch no ones available,,,
5741,0,1,0,8220 cee aerii upload our pictures 8221 wat pictures bitch,,,
5742,0,1,0,8220 where the hoes at 8221 shit u got em,,,
5743,0,1,0,8220 bitch that s ham on her face dority,,,
5744,0,0,1,8220 here 8217 s to all the kids who have never found their name on anything in a souvenir store 8221 thanks mom for the ghetto name,,,
5745,0,0,1,8220 and that s why mock drafts are a joke my friends 8221 anyone,,,
5746,0,1,0,8220 what to do after the game home alone and nothing to do someone come chill maybe go swimm 8221 ima do ya bitch,,,
5747,1,0,0,8220 we agree do you fuck yes i do send those illegal wetbacks home,,,
5748,0,1,0,8220 tony romo in my top10qbs bitches 8221,,,
5749,0,1,0,8220 i just wana eat some food drink some liq go to this party and have a bad bitch waitin on a nigga when i return 8221 8221,,,
5750,0,0,1,8220 oreo cookies 128523 128525 128539 128553,,,
5751,0,1,0,8220 rt black bitches turn 60 buy a hat and act like jesus forgot they was fucking niggas in the park 8221 loooool,,,
5752,0,1,0,8220 d rac fuck driving stick it s gay as fuck 8221 shit pussies say,,,
5753,0,0,1,8220 tom brady slowly becoming washed 128064 8221 nah his weapons just trash,,,
5754,0,1,0,8220 23 if you aint got shit goin for ya self what bitch gone want you 8221 10071 65039 10071 65039 10071 65039,,,
5755,0,1,0,8220 lovebelow lat yall bare hoes yall dnt care bout 8221 i spent my childhood in a wild hood,,,
5756,0,1,0,8220 8220 i 8217 m afraid of commitment 8221 a hoe 8221,,,
5757,0,1,0,8220 ppl who think webbie betta then boosie jus retarded 8221,,,
5758,0,1,0,8220 imtall anybody that gets traded straight up for brandon knight is trash 8221,,,
5759,0,1,0,8220 bitch jay omarion ol girl w this negative ass vibe i hate mamas like her 128530 hoe need to be 128165 128074 128165 8221,,,
5760,0,1,0,8220 i like how lla thinks i m talking to hoes hell nah lol 8221 my bad i forgot you ain t got hoes like vdawg do,,,
5761,0,1,0,8220 i wish you were here 8221 stop crying bitch i m omw back already haha,,,
5762,0,1,0,8220 watching attackoftitan on 8221 bro you a han for stealing my tweet bitch ass nigga,,,
5763,0,1,0,8220 03 wassup twitter 128518 wassup bitch,,,
5764,0,1,0,8220 i ain t got no type white bitches is the only thing that i like 8221 dead 128514 128557,,,
5765,0,1,0,8220 my dog like scratches at the floor before he lays down he s weird 8221 buddy s normal your weird bitch,,,
5766,0,0,1,8220 what will the lakers be after kobe 8221 trash,,,
5767,0,1,0,8220 these hoes ain t loyal 128557,,,
5768,1,0,0,8220 hell ya they should make more malt liquor ads like this dis be heaven fo a colored man,,,
5769,0,1,0,8220 yrichn why that hoe crying in her mugshot 8221 128514 128514 128514 128514 bruh,,,
5770,0,1,0,8220 guwop all these hoes been passed around to a cleveland niggah 8221,,,
5771,0,1,0,8220 lamar hidey hidey hoe white folk be all noyvous round coloreds,,,
5772,0,1,0,8220 you don 8217 t listen when i talk maybe you 8217 ll listen when i walk 8221 that bitch still won t listen,,,
5773,0,1,0,8220 8220 crip bitches b dusty asf 8221 128514 128514 128514 128553 8221 128514,,,
5774,0,1,0,8220 8220 buddy drug the whole train lmao good extra ass hoes 8221 hate them ny hoes 8221 me too,,,
5775,0,1,0,8220 128525 now this hoe bad,,,
5776,0,1,0,8220 reggie gives me headaches my niggah 128545 128567 8221 128175 128175,,,
5777,0,1,0,8220 after you get done running train on a bitch thats on her period 128514 128514 9995 no that s nasty,,,
5778,0,1,0,8220 i m on my y u shit using linkedin at work b 8221 lmfaoo bagging them linkiden hoes lol,,,
5779,0,1,0,8220 how bitch how 8221 128514 fresh,,,
5780,0,1,0,8220 malibus on a come up but in other news she mean denna hoe and not even light skinedddd hahaha,,,
5781,0,1,0,8220 three fck you nigger 8221 lol jk bra,,,
5782,0,1,0,8220 chiefington dej loaf ever bitch wc today all it takes is a lil juice and these bitches want you 8221,,,
5783,0,1,0,8220 lol good now i got them nasty rednecks off my back i can take care of business 8221 ryann he serious,,,
5784,0,0,1,8220 grillo1 islamic state suspects in indonesia are chinese uighurs uighur jihadis they re not just a prc tool,,,
5785,0,1,0,8220 imjustdede ima whoop this boy 8221 it s nothing you bean head ass bitch,,,
5786,0,1,0,8220 8220 dot com hell naw rt i wanna see this yes lol 8221 trash as hell,,,
5787,0,1,0,8220 i saw a girl scratch her private today what that mean 8221 don t fuck her right in the pussy,,,
5788,0,1,0,8220 killin in tekken 6 128526 8221 lies you trash,,,
5789,0,1,0,8220 i want to be obsessed with someone and i want someone to be obsessed with me 8221 then u might have to kill the bitch 128563,,,
5790,0,1,0,8220 up making plays 8221 can i have my slut bitch girlfriend u always rap about back yet,,,
5791,0,1,0,8220 i m fucking tired ending the night with some rips 127809 128293 8221 so much for hitting me up bitch,,,
5792,0,1,0,8220 if yo pussy stank u wasn t raised correctly 8221 lmao,,,
5793,0,1,0,8220 phat pussy 128525 128553 128166 128166 128166 128520 looks like a scrotum,,,
5794,0,1,0,8220 air walker everybody entitled to they own opinion tho 8221 not that bitch she need to shut up amp sit the fuck down,,,
5795,0,1,0,8220 huge nips scary me 8221 they scary me too,,,
5796,0,1,0,8220 mental asylum in dallas texas 1980 s should i go find this hoe,,,
5797,1,0,0,8220 tea bag a bitch 8221 pahahaha,,,
5798,0,1,0,8220 icbc if i posted pics of everything i do in my life yall hoes would fall in love 8221 don t kill em channing,,,
5799,0,1,0,8220 5 3 200 lbs aint thick bitch you a fucking warthog 8221 128514,,,
5800,0,1,0,8220 you fat bitches needa stop biting your lips when you take pictures y all look hungry not sexy 8221 128514 128514 128588,,,
5801,0,1,0,8220 how bitches be looking the first day of school,,,
5802,0,1,0,8220 aerii lightskin mf lmfaooo 8221 ight white bitch lol 128299 128299,,,
5803,0,1,0,8220 and happy to be hoes too smh 8221 better than being in denial,,,
5804,1,0,0,8220 fucking white people bitch wut,,,
5805,0,1,0,8220 all the seniors young side hoes gonna be at graduation like,,,
5806,0,1,0,8220 realist bitch to ever step foot on a soccer field every team has a bitch like this,,,
5807,0,1,0,8220 when the nigga with the aux cord playin some trash shit,,,
5808,0,1,0,8220 bitch in the middle look like a daddy long leg 128557,,,
5809,0,1,0,8220 how black bitches drive when they song come on,,,
5810,0,1,0,8220 reich all y all some fucking coons 8221,,,
5811,0,1,0,8220 ain t my gf you lil nigguh stfu 128557 128514 8221 glory be to god then lmfaooooooo 128557 128554 128517,,,
5812,0,1,0,8220 what these bitches want from ah nigga 128526 8221,,,
5813,0,1,0,8220 if beyonce amp kim kardashian have no problem sucking their mans dick then you average looking broke bitches shouldn t neither 8221 9994,,,
5814,0,1,0,8220 if u say ur a mermaid it obviously means ur pussy is fishy 8221,,,
5815,0,1,0,8220 anderson4 i m dre s a bitch tho 8221 128527,,,
5816,0,1,0,8220 anderson4 oh my dogs pussy is so tight time to loosen it 128527,,,
5817,0,1,0,8220 coppo 128557 128557 128557 128557 rt when you go down to eat the pussy and it smells tangy,,,
5818,0,1,0,8220 ima just block you hoes out 8221 or block em either one lol,,,
5819,0,1,0,8220 it s my dogs birthday 10084 65039 8221 you should get it a bad bitch 128521 punny,,,
5820,0,1,0,8220 find a loyal ho 8221 128521,,,
5821,0,0,1,8220 lakers really trash 8221 128686,,,
5822,0,1,0,8220 fag 8221 but tony,,,
5823,0,1,0,8220 bored as hell shoulda answered my phone calls bitch 8221 i rather be bored,,,
5824,1,0,0,8220 you like 5 8 you needs to 8221 1 you a hoe 2 i m 5 10 breaking11 3 suck my dick,,,
5825,0,1,0,8220 you gotta fuck every race just to see which dick pussy you like the best 8221 thot,,,
5826,0,1,0,8220 ream i couldn t hit a woman with a penis and pussy i don t care how sexy or rich she is 8221 128563,,,
5827,0,1,0,8220 8220 shit where you from 8221 baltimore 8221 man them hoes fine amp crazy,,,
5828,0,1,0,8220 smoke good weed with a bad bitch 8221 128079,,,
5829,0,0,1,8220 name something trash 8221 cavs,,,
5830,0,1,0,8220 can t a bitch living say i brought her michael kors 8221 we need more guys like you 128588,,,
5831,0,1,0,8220 for all the bad bitches out there go have some fun 128536 128514 128514 128514,,,
5832,0,1,0,8220 jon3s i hope my future wife who ever she might be is sleeping or studying instead if being a hoe right now 8221 nigga shutcho asss up,,,
5833,0,1,0,8220 i m sorry i offended you when i called you a bitch i honestly thought you knew 8221 128514 128514 128514 128514 128514,,,
5834,0,1,0,8220 lmao lexy such a hoe 128514 8221 lmfaooo,,,
5835,0,1,0,8220 eat her pussy nd look at her like this 128540 128541 128540,,,
5836,0,1,0,8220 fml 128545 my period on 8221 can t pop that pussy now huh,,,
5837,0,1,0,8220 gt gt homecoming in 2 days lt lt bet u didn t even have a date bitch i just went and say in the corner,,,
5838,0,1,0,8220 they be hating on my girl tho but they wish they was the bitch they hating 8221 this song go,,,
5839,0,1,0,8220 8220 evaittakes bout to get a breasts reduction these bitches be in the way 128530 8221 128514 128514 128514 8221 so serious 128553 128553 128553,,,
5840,0,1,0,8220 jayy can i bring anotha bitch or nah 128527 8221,,,
5841,0,0,1,8220 golden oreos 128016 regular oreos 128686 8221 yes,,,
5842,0,0,1,8220 oreos are basically dirt circles with cream 8221 true,,,
5843,0,1,0,8220 bye damn this bitch always gets hit on by the hottest guys n makes them feel stupid 8221 i got called an ego kill,,,
5844,0,1,0,8220 evaittakes lmao i minds well be a hoe for all that 128528 8221 128563 128563 i ain t mean like that girl lol,,,
5845,0,1,0,8220 evaittakes lmao definitely not 127814 8221 128553 128553 128553 i was bout to say don t front bitch that shit a freeway,,,
5846,0,1,0,8220 evaittakes no bitch hurry up lol 8221 im so hungry i can t focus 128553,,,
5847,0,1,0,8220 evaittakes ohhhhh yes bitch yesss 8221 u ready t 128527 128520,,,
5848,0,1,0,8220 evaittakes woke up and bitches was not here lol 8221 i wasn t angry wit my hoes 128514,,,
5849,0,1,0,8220 ima show my ass tonight i can feel it 128586 8221 omgggg i was thinking the same shit bitch 128553 128553,,,
5850,0,1,0,8220 a lot of women who claim they are yellow are actually red color blind mother fuckas 8221 i m yellow tho 128129 127773,,,
5851,0,1,0,8220 j cole is trash i ve been saying this for years fuck him 8221 lol,,,
5852,0,0,1,8220 where am i on this rating scale 8221 depends you still wearing them colored contacts or naw,,,
5853,0,1,0,8220 bout to ride my horse to come fuck yo bitch 8221 ooh em tho,,,
5854,0,1,0,8220 cream 128514 rt when y all hoes going to learn how to spell 8221 128588 128588,,,
5855,0,1,0,8220 coolin my nig voice 8221 uhhee laugh,,,
5856,0,1,0,8220 yeah you played me yeah you got what you wanted but jokes on you you about to be a daddy bitch,,,
5857,0,1,0,8220 honesty is all i ask for 8221 you ugly then a hoe then,,,
5858,0,1,0,8220 bouta let banko kno i m goin be a ronneagle 128514 128527 8221 bitch 128514 128529,,,
5859,0,1,0,8220 8220 when hoes feel like their photo didnt get enough favorites that s me 128129 128128 8221 thirsty ass,,,
5860,0,1,0,8220 dontkiara done w all these fuck niggas 128554 128514 snip snip hoe 9996 65039 9986 65039 8221 stfu,,,
5861,0,1,0,8220 pooh 3x bol that called the girl a bitch 8221 oharrd coo i m both of them tho 128526 128076 128175,,,
5862,0,1,0,8220 wow putting a whole manifesto up using twitlonger and by a canadian hey hoser how many will you adopt,,,
5863,0,0,1,8220 kit kat brownies making,,,
5864,0,0,1,8220 bruh rt trent took the yellow path,,,
5865,0,1,0,8220 because i thought jay z would hit her 8221 yeah he is known for sockin a bitch or 2,,,
5866,0,1,0,8220 good pussy have a nigga like funniest thing i ve ever seen on my tl 128557 128557 128557 8221,,,
5867,0,1,0,8220 yall so fuckin trash yo 128545 128545 8221 man them niggas gonna win the skins trash,,,
5868,0,1,0,8220 i should be the global ambassador of something i put ppl on 8221 des nuts hoe ahh nigga,,,
5869,0,1,0,8220 lord boutta walk out on these hoes 8221,,,
5870,0,1,0,8220 amp these bitches bound to get hurt cause a lotta these niggas be playin 8221 hell yeah,,,
5871,0,1,0,8220 poppa lol what else do we have in common nigga hate sleeping in the heat 8221 128514 128514 summer is for the birds,,,
5872,0,1,0,8220 915 era null bruh they both alive thats hans bitch who died 8221 oh well fbd 128514,,,
5873,0,1,0,8220 this hoe waited until she got 45 to make a sextape chile oh my lord 128561,,,
5874,0,1,0,8220 i m rich dave chappelle voice signed mlb ped users 8221 say bitch you pussy,,,
5875,0,1,0,8220 8220 her tweets jones2 bitch get outta here dumb ass 8221 lmao 8221 128555 128514 128514,,,
5876,0,1,0,8220 wulf bitch thank you 128079 128079 128079 128079,,,
5877,0,1,0,8220 liking all my pictures to get a follow ass bitches 128514 128514 128557 128557 128557,,,
5878,0,0,1,8220 i need more beanies 8221 just ordered two true religion ones lol,,,
5879,0,1,0,8220 i might fuck around and fuck yo bitch 128520 128175 128527 8221 eat her ass when your steal her so you ll be a real ass nigga,,,
5880,0,1,0,8220 kay239 this weather need to not flag today we trying to 50 zip a bitch tonight 8221 yessssirrrrr,,,
5881,0,1,0,8220 the day you unblock me you will become a man again but that won t happen so you just a bitch 8221 lol,,,
5882,0,1,0,8220 dreamgirl mckee 128514 8221 ooh bet you wooonnnttt stick dat hoe,,,
5883,0,1,0,8220 sleep over with guys doesn t mean we gonna fuck trust me 8221 you re a bitch for denying them pussy,,,
5884,0,1,0,8220 dev you the real mvp 8221 that s wat ya bitch said when i finished 128514,,,
5885,0,1,0,8220 burnt pussy lips 128514 128514 128514 gal in the blue throwing it 128527,,,
5886,0,1,0,8220 the bad bitches are only bad until they start talking anyway 8221 he preaching,,,
5887,0,0,1,8220 uncle charlie just got thru lip singing 8221 haha,,,
5888,0,0,1,8220 when twitter rappers dm me their trash links,,,
5889,0,0,1,8220 9 lance stevenson gone leave indiana 8221 he trash anyway,,,
5890,0,1,0,8220 5 0 with 30 hoes on my dick sweg 8221 you have learned from the best,,,
5891,0,0,1,8220 a lot of them are though attitudes be pure trash 8221 teamwhitegirls swirltheworld,,,
5892,0,1,0,8220 8220 ido sit in there and shit dnt sing hoe 8221 no 8221 yess,,,
5893,0,1,0,8220 8220 ido y though really hoe really 8221 u the dummy taking a pic,,,
5894,0,1,0,8220 when i m in that pussy honey i m home 8221 128514 128514 128514,,,
5895,0,1,0,8220 sexy bitch hope she bout it 8221,,,
5896,0,0,1,8220 where do all the foreskins go when they circumcise a guy 8221 the foreskin fairy takes them after you put them under your pillow,,,
5897,0,1,0,8220 stackz yall are so confused these days somebody put that hoe in a dress,,,
5898,0,1,0,8220 a majority of my news feed is people arguing about what it means to be a redneck vermontproblems 8221,,,
5899,0,1,0,8220 you can be a hoe without having sex ask any of the girls texting alotta niggas at the same time 8221,,,
5900,0,1,0,8220 i m a pro at losing followers some people just can t handle my excessive use of the work cunt 8221 mines cause i say fuck,,,
5901,0,1,0,8220 8220 repost kush blunt convos a simple minded ho made this pic i bet,,,
5902,0,1,0,8220 if i couldn t trust some of the homies how could i trust these hoes 8221 you can t lol,,,
5903,0,0,1,8220 brah wiz cheated 128514 128557 she had hair like a dyke uh duh,,,
5904,0,1,0,8220 these hoes out of control,,,
5905,0,0,1,8220 sm if howard elbow bosh will bosh fight back 8221 don t have to got mcbob bird and ud,,,
5906,0,1,0,8220 im drunk i m bout to bitch 8221 need a ride,,,
5907,0,1,0,8220 jase versace versace i talk shit on twitter and so that bitch blocked me 8221,,,
5908,0,1,0,8220 ginobli dropping them bitches like a delta line 8221 128514 128514 128553 9996 65039,,,
5909,0,1,0,8220 clingy girlfriends are the best 128175 10084 65039 128553 128143 stop lying to these hoes bro that shit annoying,,,
5910,0,1,0,8220 eliot was a pussy 8221 mmmmmether,,,
5911,0,1,0,8220 ass my bitch bad she s a puerto rican 128527 128540 8221 what song is that,,,
5912,0,1,0,8220 era pretty boy face 8221 awee thanks faggot,,,
5913,0,0,1,8220 an inning and a half away from alex rodriguez being eligible to play just a thought yankees mlb 8221 omg feel an ulcer,,,
5914,0,1,0,8220 we out brooklyn bound wit this money feelin like yung jeezy in this bitch 128299 128299 lmaoooo,,,
5915,0,1,0,8220 bitch ima shake til i can t nomo,,,
5916,0,1,0,8220 fuck you ugly lol show them teeth 8221 128514 128514 128514 128128 128128 128128 bitch fuck u,,,
5917,0,1,0,8220 lol be cool son you know your grandma bald mouth 8221 she got all her teeth hoe 128514 128514,,,
5918,0,1,0,8220 mo bitch the special ed darlene from backatown 128514 128514 8221 128128 gn,,,
5919,0,1,0,8220 they can t fit on that small ass street son 8221 bitch you know what happen last time we was onyur st 128514,,,
5920,0,1,0,8220 going dumb on this essay 8221 128514 bitch you sad,,,
5921,0,1,0,8220 i fucked up in the 6th grade 8221 yeah bitch you wants to fight me with yo dawg ass,,,
5922,0,1,0,8220 yall on my tl need to be sleep yall got school tomorrow 8221 bitch i got straight a s ion need to go 128514,,,
5923,0,1,0,8220 i dont een tryna be disrespectful when i say bitch its just a term like bruh or son 8221,,,
5924,0,1,0,8220 you not gone leave hoe 8221 128514 128514 128546,,,
