Id,hate_speech,offensive_language,neither,clean_tweet
4960,0,1,0,doe dude fucking mono sucks and my bed is trash
4961,0,1,0,doe thats nate dumbass we all just mock him
4962,0,1,0,sauerkraut saul is a punk ass bitch
4963,0,1,0,you do it to us so payback is a bitch hahaha lt 3 happy valentines day though
4964,0,1,0,good one you fucking bitch ass
4965,0,1,0,what are you gonna do i ma chase you out the club like mobb deep did to you pussy
4966,0,1,0,that explains you cause all you do is bitch and whine
4967,0,1,0,lmao your just a dumb hoe that budden made popular please stop your irrelevant and no one cares about you slut
4968,0,1,0,128514 128514 128514 128514 pot of gold ass nigguh
4969,0,1,0,you are not a cat you are a pussy black bored kid kills a cop by starting a fire where is the outrage you phony
4970,0,0,1,word bird
4971,0,1,0,i think you should reconsider he s a little bitch to the one true god almighty cthulhu please for your soul seany
4972,0,1,0,quit being being a pussy yourself and call them out by first and last name plus ssn ya poon
4973,0,1,0,subtweeting and using hashtag oomf what s the difference p jk just jerkin yo dick ya nigger faggot
4974,0,0,1,would help for some others can t handle uppers and cripples them plus if moderation isn t taken into consideration it ll be bad
4975,0,0,1,greens them hoes are clean
4976,0,1,0,rd f1sh or a celebrity poor bitches
4977,0,0,1,gator bait 128010 128548
4978,0,0,1,gambit ha he ain t welcome in washington state or nashville serpas is straight trash
4979,0,1,0,greatest 10 my problem is that i love bad bitches
4980,0,1,0,greyfoxxx and you re a vegetarian pussy
4981,0,1,0,paradox he a bitch you should do it
4982,0,1,0,red sea bitch yo muthafukin ass reacting off that vain females tweet amp dont no the context her dumb ass dont neither
4983,1,0,0,red sea say that shit to my face bruh you a bitch for gettin in a man u dont know business handle yo own shit
4984,0,1,0,red sea and stop covering yo goddamn face like the kkk yo yung silly ass co signing for pussy
4985,0,1,0,sweetest no shit you are what euros would call a typical american fat as fuck and goes to eat fast food all the time dumb bitch
4986,0,1,0,mrwest pussy
4987,0,1,0,fuck up pussy
4988,0,1,0,i d rather ask yours is she a nappy headed hoe too and is your grandma as well i d be ashamed to be in your family
4989,0,1,0,nappy headed hoes can t call anyone ugly stop embarrassing yourself pls
4990,0,1,0,so fucking annoying when a hoe is like omg relationship goals like close your legs get dressed and do something about it
4991,1,0,0,you are a pussy without your guns bitch as spic your daddy doesn t even respect the sperm he drop in your moms stank pussy
4992,0,0,1,yankees like florida state not floridians
4993,0,1,0,yass bitch yass 128134 128134 128134
4994,0,1,0,my momma saw how the girls danced and was like 128563 grandma was like shake that ass hoe
4995,0,1,0,oh u can dog her out but don t show that hoe no love if u doing it with ya ol lady
4996,0,1,0,era so some of yal bitches need to stock up on jello to fix yal broke up ass personalities 128514
4997,0,0,1,rip plate brownies large tea fries beans potato salad poboy
4998,0,1,0,it does you and all your hipster friends are ugly as fuck and yo pussies all stank
4999,0,0,1,straight off the bench ned worldcup2014
5000,1,0,0,coming to the rescue of some retard licking dirty skidmarks on the internet you guys are fucktards
5001,0,1,0,basketball rather be an ultra fag than get an 18 on my act and go to fgcu zing
5002,0,1,0,little punk we should send his ass to iraq for a few weeks little bitch would come home amp kiss the ground
5003,0,1,0,taylor wack ass bitch nigga
5004,0,1,0,vegeta is a little bitch teamgoku
5005,0,1,0,you is a hoe
5006,0,0,1,how are yankees games on the radio good announcers
5007,0,0,1,how do yankees fans look back on gary sheffield s time with the team
5008,0,0,1,some mets fan tried telling me rivera isn t of the best yankees of all time because he is just a closer wtf
5009,0,1,0,i glads dis colored man cans be of soyvice fo da white man
5010,0,0,1,i m not yellow i m sorry
5011,0,0,1,yay im a whitey 3
5012,0,0,1,nfl forgetabout they got until february it s the pennant race let s go yanks
5013,0,1,0,he s been drinking too much of that shitty canadian hoser beer eh
5014,0,1,0,kincannon a would expect nothing less from your dominion oh by the way sec bitches
5015,0,1,0,wilde nog even checken op twitter hoe het ging maar had zo n heftige wond niet verwacht heftig sterkte amp beterschap hoor
5016,0,0,1,ill scream from france for you tom iu iubb hoosiers creanandcrimson
5017,0,1,0,what now bitch
5018,0,0,1,morehart is alive 9 of 15 bcs titles 314 mil in revenue it s great being in a redneck conference and not in ohio
5019,0,1,0,come over queer
5020,0,1,0,hey fag gag on my clappmeat
5021,0,1,0,tounge punching smelly turtle pussy
5022,0,1,0,bitch lol
5023,0,1,0,fuck i look like shopping at that trash ass store
5024,0,1,0,pussy pussy pussy marijauna wannnnaaa
5025,0,1,0,lol i feel like a punk bitch sittin in here with all the lights on 128514
5026,0,0,1,rose republican teabaggers should be jailed for treason
5027,0,1,0,faggot is a public spectacle most gays are not fags public display gets public opinion
5028,0,1,0,bechtel bitches ain t shit but hoes and tricks thuglife
5029,0,1,0,yeah the internet def taught me a bitch can t twerk if she talkin bout voting
5030,1,0,0,108 that s actually non english because okiecops are filthy white trash who are all criminals
5031,0,0,1,i didn t make to any games last season just looked it up astros open up with the yankees 1st of april
5032,1,0,0,i thought you would like him cause of the chi but yeah he a faggot
5033,0,0,1,once fag you got pressed to the ground hang up your cleats n never put them back on or think about it
5034,0,1,0,you unfollowed me because you think you re the shit and use follow trains to gain and then just unfollow cause you re a pussy
5035,0,1,0,this bitch has brain damage
5036,0,1,0,bitch
5037,0,1,0,bitch i ll fuck you up
5038,0,1,0,3g lmao take off thru quavo can t do shit but make hooks offset da only 1 solid but i kno niccas been tellin him dat
5039,0,1,0,128514 128514 128514 128557 128557 128557 128514 128514 that hoe is like 5 8
5040,0,1,0,bitch you can tweet but not answer
5041,0,1,0,spiffy ayyyyyyeeeeee my nigga back in the bitch
5042,0,1,0,spiffy mite hit the rec i know cell marcus and jax gone try to hit that hoe
5043,0,1,0,couldn t help it man niggas pussy for robbing a chick and shootin her
5044,0,1,0,the way he raps about fucking my bitch amp banters about having more money than me is so entertaining it s crazy
5045,0,1,0,i swear des hoes just making up challenges now
5046,0,1,0,i tried one of them pom pomegranate juices n i swear it tasted like flavored piss dont ask lol
5047,0,1,0,shut yo hoe ass up
5048,0,1,0,lol 100 it had to be one of my old bitches 128530
5049,0,1,0,they not gonn comment cause they in the closet hoes lol team getchoassoutdatcloset lol
5050,0,1,0,aight bet we in that bitch too
5051,0,1,0,nothing says fashion like a cunt hat
5052,0,1,0,it is bitch
5053,0,1,0,looks like you re gonna blow someone fag
5054,0,1,0,thisty hoe
5055,0,1,0,yup and now we pickin you white bitches bare like a chicken leg
5056,0,1,0,bradley22 that was no accident lmfao these hoes trynna be lowkey slick
5057,0,1,0,thus you have the term redneck also the creator is not mocked good for you excellent precept daughter
5058,1,0,0,it 8217 s the entire pats bandwagon they 8217 re faggots
5059,0,1,0,i told u ugly niggas get bitches young i promise u work ya magic lol
5060,0,0,1,good job tonight you need to eat some crackers so you ll stop throwing up
5061,0,1,0,and youre a fucking loudmouth ignorant redneck fuck you still tryin to suck your own dick you cant you dumbfuck its too short
5062,0,1,0,i got a bitch named banana pussy bananas swear i gotta say it again pussy bananas my lil cool azz bitch she from da westside
5063,0,1,0,fuck you pussy i made a mistake and started cj spiller over chris ivory this week fuck
5064,0,1,0,tylar shut up bitch i usta make you these
5065,0,1,0,bet hoe
5066,0,1,0,ion sneak diss on broke bitches 128530 128079
5067,0,1,0,you ah lien ass hoe
5068,0,0,1,hey i ll leave abbey too oh if i get a job on the slope i might move back cause id lose out on lots of money buying tickets
5069,0,1,0,all strippers and sexy hoes follow my mans
5070,0,1,0,gale12 it s at your house bitch
5071,0,1,0,eat yo pickles bitches
5072,1,0,0,studies show that you re a faggot
5073,0,0,1,nope super chocolatey yummy brownies
5074,0,1,0,what s a puto isn t that bitch in spanish
5075,0,1,0,7 eevee mutha fuckahs better bring me all the brownies ever
5076,0,1,0,7 eevee don t ignore me faggots c
5077,0,0,1,don t you have a trash can
5078,0,1,0,shame that your mama didn t teach you not to call women bitch well we all ain t that fortunate i guess
5079,0,1,0,shut up faggot you and ras need to make an album together we ll ras fell off you didn t cont
5080,0,1,0,man some of these bitches are in denial about it 128514 128514 128514
5081,0,1,0,what pissed me off is as males we judge females pussy how you gone judge your own get mad and deny its loose because you have a gap
5082,0,0,1,these marxist kikes promoted anti semitism by creating this film what was their incentive they just promote their enemies
5083,0,1,0,flash young based god in olympics stay fuckin bitches
5084,0,1,0,your update for my s3 pretty much broke 4g and made it absolutely annoying and retarded
5085,0,1,0,ie don t make a hoe a housewife
5086,0,1,0,r94 bitch whatever nigga u were to scared to play
5087,0,1,0,you just can t give hillbillies an audience they ll squander it every time
5088,1,0,0,only faggots drive stick
5089,0,1,0,lol bitch yo display name
5090,1,0,0,go jerk off to lollis faggot
5091,0,1,0,ari smh what s wrong wit u ho
5092,0,0,1,yea you don t live down here i guess we still got roofs that aren t fixed from charlie and jeanne
5093,0,1,0,no i don t fuck with those hoes ask paco he does
5094,0,1,0,they didn t want to fuck steve that bitch lmao
5095,0,1,0,lightweight heavyweight don t matter still knock bitches out 128074 128162 128170
5096,0,0,1,star1 haha monkey feet i like it but 4 real feet are magical on a back it smoothes every nook and cranny of tightness
5097,1,0,0,she s a cunt
5098,0,1,0,vince what is the general feeling of the natives that you know in regards to the term redskins offensive to them or not
5099,1,0,0,kill the coons
5100,0,1,0,the cunt needs her hands cut off
5101,0,1,0,bracefacee dont raise ur hand to me niggah
5102,0,1,0,bracefacee my niggah my niggah lol 128074
5103,0,1,0,bracefacee no problem my niggah 128076
5104,0,1,0,bracefacee was good my niggah lol
5105,0,1,0,bracefacee wassup niggah
5106,0,0,1,now now 8230 that bird is one of god s creatures
5107,0,1,0,call out bitch
5108,0,1,0,eat shit who are you working for you nappy bitch
5109,0,0,1,we might have more can t really be sure but some weird little bird said that might be a possibility stay tuned maybe
5110,0,0,1,birds of a feather you stand with peta i stand with sanity
5111,0,0,1,everything jay z writes is trash
5112,0,1,0,mark scenario normally i would say she must have a great pussy but since i ve seen it that s not true so idk what it is
5113,0,1,0,scenario destiny will make titanfall it s bitch
5114,1,0,0,scenario yeah so you better play with me ya nigger
5115,0,1,0,id chink you if you left me with blue balls
5116,0,0,1,this cold we have going around our little hick town had about everyone i know locked in their houses for better than a week stay well
5117,0,0,1,read w o slant your orig statement said everything we have that is the only extreme comment made
5118,0,1,0,your not so godly after all u fuckin redneck peckerwood
5119,0,1,0,yaaaasssss it is you are buhlowin up my timeline negro 128523
5120,1,0,0,fuck your store bitch
5121,0,0,1,you inferred he tried to ho to nam he did not he dodged it he is no great leader
5122,0,1,0,at the peak of the war w joins the texas natl guard to get outta nam facts are a bitch
5123,0,1,0,lol bitch nigga ima get my gay homies on you
5124,0,1,0,ashirieelove bitch
5125,0,1,0,thats trash its ot
5126,0,0,1,btw jim crow laws were supported by democrats not republicans and mlk was a republican fact
5127,0,0,1,bow yes das def da problem if his teacher was a spear chucker he woulda gt both dose rite
5128,1,0,0,tx so you support illegals coming here and spreading disease among americans dream that bitch
5129,0,1,0,tx a judge that was appointed by obama who here doesnt see the agenda fucking crooked bitch
5130,0,1,0,hey windy does your dildo take out the trash for you buzzzzz
5131,0,1,0,msnbc the same msm who said blocking flights from africa is racist yea right no id no vote bitch gold digger
5132,0,0,1,your 30 second add just ruined it a new low picking on a cripple
5133,0,1,0,says the pedophile promoting dolt lmao teabagger
5134,0,1,0,vl faggot
5135,0,1,0,tail what d the note say stop being a bitch here s some flowers lt 3 gets em everytime
5136,0,1,0,money cars and clothes and the hoes lol he just want be successful lol
5137,0,1,0,this some bullshit bitch show lana kane
5138,0,1,0,128514 128557 128514 128557 look at this shit imma bitch forreal 9995 128527
5139,0,1,0,just to remind yall cuz hoes be acting like they don t know
5140,0,1,0,so much hoes
5141,0,1,0,i was rt 100 steal that bitch
5142,0,1,0,sum bitch that looks good where does a man such as myself pick up one of those
5143,1,0,0,1 he s a faggot and i don t like him 2 i m on the other side of the state
5144,0,1,0,that nigga spun around in the pussy
5145,0,1,0,fella my mentallity being a flaming fag is a serious mental issue
5146,0,1,0,fight me bitch
5147,0,0,1,i feel the warm fuzzies
5148,0,0,1,according to you my place is in kitchen excuse me while i take out the trash
5149,0,0,1,by trash i meant u lmaooo
5150,0,1,0,w diesel real shit bro yo hoe told me if smoothie king had straws i ca fuck
5151,0,0,1,w diesel yu forgot we beat yall thats like a garbage man calling a janitor trash
5152,0,1,0,stature bitch we coulda been at the stores looking
5153,0,0,1,dnd tranny dragons eh i know some people that will love this
5154,0,1,0,whatchu doin today nig
5155,0,1,0,wud up nig i gotta new number 3136139299 text me
5156,0,1,0,you can tease this dick faggot
5157,0,1,0,your bitch called she was missing this dick
5158,1,0,0,afc fuck outta here faggot that wouldn t even be a fair
5159,0,1,0,afc lmaoo typical nig nog bombs should ve got pics
5160,0,1,0,3 bitch please
5161,0,1,0,can we not use the word faggots
5162,0,1,0,billions 128528 bitch you got me fucked up 128514 128514
5163,0,1,0,billions 128514 bitch you always hatin lmao
5164,0,1,0,bullet cuz i thought i got a wife but i picked a hoe im lovin these songs man keep it coming
5165,0,1,0,pac stfu bitch
5166,0,1,0,could get half a band off me rt fellas 8230 your dope female followers and state how much you 8217 d pay for their pussy
5167,0,1,0,thought retard
5168,0,1,0,hear that you dumb bitch he said no one likes you ohshitnigga
5169,0,1,0,bitch i want it all
5170,0,1,0,glad you could get your daily dose of giggles faggot
5171,0,1,0,hey faggot spell faggot right you dipshit
5172,1,0,0,shut the fuck up fag ill beat the shit outta you
5173,0,1,0,petrie22 yeah nigga i get bitches and matt s fucking gay as shit
5174,0,1,0,i m not fake bitch meet me after school then nigga
5175,0,1,0,cause ima blindside the shit outta you niggah
5176,0,1,0,fuck you bitch smd
5177,0,1,0,haha bitch
5178,1,0,0,insecure much put all you insults in one tweet fucking dumbass dude i d wreck you you faggot
5179,0,1,0,just smokin that cali smoke and fuckin your bitch wbu
5180,0,1,0,shut up niglet
5181,0,1,0,sun follow me you 4 bitch you can t do shit so stfu faggot
5182,0,1,0,then learn to read bitch
5183,0,1,0,who do you think i am bitch
5184,0,0,1,128557 128557 128557 128557 about the beanies but steal my description but u aren t salty or fake
5185,0,1,0,lol you probably right fuck you bitch in spanish
5186,0,1,0,i always want to speak to ppl i converse with on twitter but they always look at me like bitch idk you in real life smh
5187,0,1,0,xpdotjdot she remembers the dick lol and wants it again i recommend you shoot a bitch if she show up she might snap
5188,0,1,0,boom bitches
5189,0,0,1,i hate birds they just piss me off about the fact that i can t fly
5190,0,1,0,i like tweeting you like this wen yu aint talking to all yo hoes i be like ill wait
5191,0,1,0,nesha i m tired of dat bitch mannn 128553 128553 128553
5192,0,1,0,nesha all the great qb s fold under pressure gshit if u blitz peyton ass he gon gook out
5193,0,1,0,it s always a white bitch doing something op lol like they give zero fucks when it comes to dick 128514 128514
5194,0,1,0,that white bitch is a g for choppin that whole line of niggas 128514 128514
5195,0,1,0,ima miss smiley and graham and daniel tho they were pretty cool to me when i was there ima beat andrews bitch ass every day
5196,0,1,0,haha i was about to say damn i just called you a bad bitch i mean mean bitch lmfao
5197,0,1,0,quit using song lyrics queer
5198,0,1,0,janemba is better than yo pussy ass
5199,0,1,0,bitch it s not til thursday
5200,0,0,1,daggone it twins kick it up a notch time to beat the yankees
5201,0,0,1,only good thing about this season firecashman
5202,0,0,1,scores don t matter in spring training man
5203,0,0,1,and we all fell asleep
5204,0,0,1,go away already
5205,0,0,1,isn t that kind of saying the braves won t make it to the world series lol
5206,0,0,1,probably time to put this twitter feed to bed nyy
5207,0,0,1,team sucks
5208,0,0,1,ugh
5209,0,1,0,pussy watch it nuh mi neva lov mon badmon
5210,0,1,0,way other hoes boo
5211,0,0,1,whatever neymar trash
5212,1,0,0,i hate that faggot he so corny
5213,0,1,0,mannn mexicans in houston love their high school freshman hoes
5214,0,0,1,yeah people know he s not trash but his game is limited and it showed late in games against portland
5215,0,1,0,way to take orders like a little bitch bitch
5216,0,0,1,home coon
5217,0,1,0,bitches better watch out because we re running the tables tonight 128521 127867 127866 128588
5218,0,1,0,that kiki hey send me your songs i need to put them hoes on a cd and bang em when i ride around
5219,0,0,1,shay i want my poms back lmfao
5220,0,0,1,i was born yellow
5221,0,1,0,trece i agree you never know she may have been begging to get dropped makes her pussy wet guaranteed she married him right after
5222,0,0,1,hahaha made ya eat crow
5223,0,1,0,ilive i m crazy and wayne can rap about pussy 3 songs in a row
5224,0,1,0,tyler lol girrrrl these bitches crazzzzy
5225,0,0,1,got me feelin like trappin ain t dead got me ready to call the guala salute da truth seenitall seenitalltheautobiography
5226,0,1,0,nahh bitch yu always playn yu almost got her feelings hurt
5227,0,1,0,the fuck das wat bitches wit uh fuckd up mouf do 128514 128514
5228,0,1,0,i wish you wood like a tree in this bitch
5229,0,1,0,i wish you wood like a tree in this bitch
5230,1,0,0,gay fags
5231,0,1,0,like a tree in this bitch asshat
5232,0,1,0,world 8220 that bitch already got past demons in her seeding her up just gone fuse more
5233,0,1,0,128530 nicca fucc yu
5234,0,1,0,lol send dat nicca clean out talmbout some n what if he really is 128514 128514 128514
5235,0,1,0,i said pussy dat ass what be on yo tongue boy
5236,0,1,0,lol da only reason i can t talk bout da present is cuz my nicca hurt n ain t played all yr
5237,0,0,1,need to start mcbob because williams only shoot let him play with bird
5238,0,1,0,everybody in dot mob o red mickey factz when you battled clips he wore some ancient hong kong shit 2 different colored hi tops
5239,0,1,0,my lifestyles raw dog one magnum will put a dickhead in the hole and that was cumin out of the pussy lips
5240,0,1,0,hoe meter went off
5241,1,0,0,shit ill pay the premium to get away from these anything ass hoes
5242,0,1,0,bitch
5243,0,1,0,messiah justmilz swear to god log on later i m posting the score on every social network you bitch ass nigga
5244,0,1,0,messiah nah he pussy he won t
5245,0,1,0,sup fat bitch
5246,0,1,0,someone told me cuz some ppl like to use it as bitch some females don t like being calles female but meh shrugs
5247,0,1,0,one sick bitch
5248,0,0,1,the little girl tom sawyer gets trapped in the cave along with injun joe and almost die injun joe dies and they find his treasure
5249,0,1,0,we take your bitch then recieve head from your mom
5250,0,1,0,mega fasho fasho hurry ya ass up nicca
5251,0,1,0,m g 128514 128514 128514 128514 128514 wow i love how you called yourself a slut but no really you wouldn t ever cheat on a girl bitches are so dumb
5252,0,1,0,m g thirsty hoes 128129
5253,0,1,0,they got some cold white hoes in knoxville tho don t they right there on the strip boaaa
5254,0,1,0,i called people kikes and a lot of fucks
5255,0,1,0,dorsey thirsty hoe
5256,0,1,0,thein you pussy
5257,0,1,0,lol cracker
5258,0,1,0,winker no i like pussy why would i be ashamed of that
5259,0,1,0,photoshop putting my head on fags is not proof
5260,1,0,0,the fuck r u talking about i told u once and am going to tell u against nigga i love white bitch gtf bro
5261,0,1,0,yeet we gotta do at least 3 and drop them bitches in like 2 month intervals or some shit
5262,0,1,0,emanimilan i m jus tryn figure out when all dem niccas was together like dat
5263,0,1,0,finger my throbbing pussy flaps
5264,0,1,0,gotdaloud bitch tryna get in for free promoting n shit lmaooo i see you in tha cut
5265,0,1,0,eat bitch
5266,0,1,0,meet up eat bitch
5267,0,1,0,meet up so i can molly whoop yo bitch ass
5268,0,1,0,naw nigga what s up with em hands what happened to the shit you was talking a couple a month s ago eat bitch
5269,0,1,0,katy and clear lake hoes
5270,0,1,0,128529 128529 128529 128529 128529 128529 128529 128530 128530 128530 128530 128530 128530 128530 128530 128530 128530 128530 128548 128548 128548 128548 128548 how is he supposed to attract bitches
5271,0,1,0,you will and he s gonna get all dem bitches 128513
5272,1,0,0,fags
5273,0,1,0,classic drunk carter texts never fail hey stfu i m coming over oops i m here come the fuck outside bitch
5274,1,0,0,fag
5275,0,1,0,how about you me bitch
5276,0,1,0,2kkz lol bitch i m indian you op
5277,0,1,0,aly baby well at least if you re going to do somthing you do it and don t bitch out even when it s the wrong thing 128527
5278,1,0,0,andrizzy aw drake is do you sit in the corner and cry when you listen to him lmfao pussy dick rider how drakes cock taste faggot
5279,0,1,0,andsss cool cool fuck wit u too nicca
5280,0,1,0,angeel14 thirsty ass hoe go to sleep 128514 128514
5281,0,0,1,bdoe bro u trash at that zombies
5282,0,1,0,b r y c e what happened to going fishing bitch
5283,0,1,0,bada bing if it continues i turn pussy lol
5284,0,1,0,batgangbitchh no hoe
5285,0,1,0,beautifulkeezy point a ppint an bitch 128514 128514 128514 128128
5286,0,1,0,beautifulkeezy bitch i died when i read that
5287,0,1,0,beautifulkeezy bitch wea you going
5288,0,1,0,beautifulkeezy lmfao bitch was i talking to you 128514 128514
5289,0,1,0,beautifulkeezy yess bitch messyyy
5290,0,1,0,beverlynohills bitch so they can t hold a real nigga down fa long 128546 128546 128546 bruh ask mama to pay this ticket fa me
5291,0,1,0,beverlynohills you so fucking nasty you got held to the wrong pussy i m telling you bet not ever kiss me again i m breaking up w u
5292,0,0,1,bradleyc skate 2 trash skate 3 had goat dlc
5293,0,1,0,brwnskinbeaute ahh i m too much of a bitch to live off campus i get lazy and wouldn t want to drive home
5294,1,0,0,c parris69 your picture makes you look like a serious fag justsayin lol
5295,0,1,0,calistrong lol it s possible that a hoe can treat you the right way but will she love you the right way no a hoe will be a hoe
5296,0,1,0,calistrong lol just think about it there is a right way amp a wrong way to love someone a hoe may just love you for what you got
5297,0,1,0,charliea 37 landez07 y all s are all little punk ass bitches doe
5298,0,1,0,corayma tf do i look like delivery bitch or what ahaha
5299,0,1,0,dcornothing he should i got tired of hearing how he can eat pussy 10 000 ways like damn 128514 128514
5300,0,0,1,dracheofficial i ve tried i always hit alt f4 and eat mega stuffed oreos because i can t figure out those programs lol
5301,0,1,0,dbankss orr why thts my lor bae tho wyd why u fucking up hoe
5302,0,1,0,dingyyybritt look at what you just said lls new era girl bye kill bitches w kindness amp amp wht cousin
5303,0,1,0,djweezlove not what i said i want a dj to mix the track regardless for their own use the video gon be dumb retarded with the reg versi
5304,0,1,0,dreamchasers2 aint nobody got no time fo dat ghetto black lady voice
5305,0,1,0,dukefan thats why we had 8 regular season losses you are retarded
5306,0,1,0,eb games fuck all you hoes lol
5307,0,1,0,elenaraquel its swag bitch aha
5308,1,0,0,goldwhippp faggots old people people who can t drive drunk people
5309,1,0,0,iamken fuck brett farve redneck ass he stuckup he don t give a damn lol he be on campus acting like he the shit
5310,1,0,0,iamken you ll make the team them niggas trash lol
5311,0,1,0,iamdriven not even sure bro im ignoring these hurt bitches tonight lol
5312,0,1,0,iamquinichole 128514 128514 128514 it s a song ion kno y he referred to his future wife as a bitch
5313,0,1,0,inhalelove bitches love some alex from target 128527
5314,0,0,1,jaelynbeeee somebody looks like the die on the first tubes on flappy bird lol
5315,0,1,0,james kirby back off ya queer bag
5316,0,1,0,kaeejones i gotta find them i know cali got them hoes
5317,0,1,0,kaeejones lmaooo boy thought he ws all type of right spelling that hoe
5318,0,1,0,kaeejones the bird gone run from your ass
5319,0,0,1,lakers4life24 tracy morgan is a sad comparison come on try again dwight howard is the most accurate stupid monkey
5320,0,1,0,leeyoo niggah i m not yo lil bro the fuck
5321,0,1,0,leeyoo what niggah
5322,0,1,0,lezzzbehonest i m colored ain t supposed to be no good influence
5323,0,1,0,lezzzbehonest me bitch
5324,0,1,0,lifeofsin theeepp that s my bitch
5325,0,0,1,linsanity22 derrrrrrr 1st of all her songs are actually good compared to the other trash shes such a showman omg
5326,0,1,0,lranderson that hoe over that
5327,0,1,0,maniac mind stfu with that what i m gonna do and just fuck oh pussy ads nigga
5328,0,1,0,maniac mind life12 504 am the bitch but u the one steady talking stfu and be bout shit hoe ass nigga
5329,0,1,0,maniac mind life12 504 i said i was from where stop putting words in my mouth that s something a bitch would do
5330,0,1,0,maniac mind i don t got any beef with you but tell yo boy alex to stop acting like bitch and bring his duck ass up here
5331,0,1,0,mariapetrova who ok right wing teabaggers gun nuts like harris hell even fucking cops
5332,0,1,0,marzzz nigger
5333,0,1,0,mckenzienoel miss you bitch
5334,0,1,0,mostdope95 jenny says you re an evil bitch
5335,1,0,0,nadiaxo fags
5336,0,1,0,nolackingg i kinda figured a lil bit when u said bitch u cute
5337,0,1,0,prawda dying oh bitch exit my mentions her last era was huge 1 album 1 tour golden globe cont
5338,0,1,0,perarl bitch all these thick bitches with they ass out on tv do what you want
5339,0,1,0,perarl he needs to date a grandma i m too turnt up for his lil pussy ass bro and i called him lil baby names like lame amp dork
5340,0,1,0,rachel robbins is the realest bitch out here rt
5341,0,1,0,renaissancejay don t send me those boxes we droided up on da mile my nigga got da dro droid na drum fo a pussy boy yeer me
5342,0,1,0,renaissancejay get the loredo steak out dat bitch if u ballin
5343,0,1,0,renaissancejay nigga stop hatin bitches be feelin coolio b n two if u think dem bitch made niggas got yo back u smokin big worm shit
5344,0,1,0,renaissancejay pussy
5345,0,1,0,reneashac hoe yu erbody bitch 128514 9996
5346,0,1,0,richhomiekevin go to sleep niggah lol
5347,0,1,0,saltlife13 lol chill pussy
5348,0,1,0,saltlife13 long story lol but i ve missed you faggot
5349,0,1,0,sincere18 lmao hoes extra sensitive via text they swear they hear your tone in every letter i start using punctuation s
5350,1,0,0,soulsurvivor i dont have any problems with zak but you seem like a faggot
5351,0,0,1,sparklelikezen saves you a brownie
5352,0,1,0,squeezemebaby don t tell the dumb hoes that
5353,0,1,0,starrhall gadecowboy i am absolutely speechless that bitch is crazy
5354,0,1,0,tajmahal el padrino i m lmao fa real cuz i really saw her throw dat bitch in a circle lol
5355,0,1,0,that vibe bitch i m gretchen weiners i do what i want
5356,0,1,0,theblacknerd wyd fag
5357,0,1,0,thecrownedhead 128548 128514 128514 128514 128514 bitch
5358,1,0,0,triggaplease he s a faggot
5359,0,1,0,triggaplease nigger hello
5360,1,0,0,turndowndre grimes waddup that s true idk why your even in this convo you dumb nigger attention whore
5361,0,1,0,turndowndre i can smell your fried chicken ass a mile away boi and clean your nasty ass ears ratchet bitch
5362,1,0,0,turndowndre lmao you stupid nigger
5363,0,1,0,vivmmxii yuhh i m finna hit that hoe 128513 128077
5364,0,1,0,wordtothewise how many times did you listen to that pussy song today
5365,0,1,0,wordtothewise some hoe shit
5366,0,1,0,wordtothewise you must have sent a bird call because i didn t get shit
5367,1,0,0,xoxokelsey hell naw fuck them bitches serves them right
5368,0,1,0,ydotm really thou im looking like hulk hogan in this bitch
5369,0,1,0,0utcast but then they said oh nah ur not but dude i m getting to be a heartless bitch have you not met me
5370,0,1,0,black jesus bitch u know what i mean spell champ these nuts
5371,1,0,0,black jesus yea i forgot i was talkin to a degenerate faggot
5372,0,1,0,c h i n g your daughter can date this little fag bag
5373,0,1,0,dattootiegurl that hoe can t cook
5374,0,1,0,dutch bitch stop hating on such an immaculate suit
5375,0,1,0,dutch my birthday hath already passed with little to no fanfare so enjoy your day and be blessed bitch
5376,0,1,0,motomoto you a real bitch for that
5377,0,1,0,nikesnshit you better and ima let that bitch slide right now just be on standby 128536 128514
5378,0,1,0,taesavage pussy
5379,0,1,0,trail take like tamu bitches jumped to 6 after beating sc which ain t that good
5380,0,1,0,asiaj lol my bro said it about a bitch but it can be about u
5381,1,0,0,0 o faggot
5382,0,1,0,kd i need 2 of the bitches
5383,0,1,0,angieex3 ik you were pussy
5384,0,1,0,baabyshaay okaaaaay bitch never do we care edges still laid 128514
5385,1,0,0,hannerr you re a faggot
5386,0,1,0,kiante im askin you negro lol
5387,0,1,0,ajayb no i don t cry im not a bitch i was just pissed because the cop was trying to charge me with a hole bunch of bullshit p
5388,1,0,0,angelaaau hey fag i lt 3 you
5389,0,1,0,asheyk pussy
5390,0,1,0,bradleey lmfaoooo yooo i lost my elevator pass 128557 128557 now i can t even share it bitch wants me to go get another one 128530 even tho she knows me
5391,0,1,0,bradleey same 128530 like bitch it s the struggles to use the stairs let ppl get on 128074
5392,1,0,0,cblaze man bitch am not gonna do a damn thang if u don t like what i got to say then unfollow me
5393,0,1,0,cblaze jason ask your boy jason keiffer is he still tryna to get his one on one and y he block me pussy boy
5394,0,1,0,cblaze sorry i eat pussy
5395,0,1,0,chrisbrownn14 fuck bitches get money
